de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME
2,6.91,6.91,4,7.30,7.30,1,6.77,6.77,3,7.04,7.04,5,7.43,7.43
2,8.94,15.85,5,9.63,16.93,1,8.94,15.71,3,8.93,15.97,4,9.32,16.75
2,8.59,24.44,5,9.42,26.35,1,8.63,24.34,3,8.54,24.51,4,8.97,25.72
2,8.78,33.22,5,9.75,36.10,1,8.79,33.13,3,8.80,33.31,4,9.13,34.85
3,9.09,42.289,5,10.13,46.222,1,9.05,42.168,2,8.95,42.241,4,9.38,44.222
