NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME
4,12.50,12.50,3,12.41,12.41,2,12.40,12.40,1,12.34,12.34
3,9.48,21.98,2,9.47,21.88,4,9.72,22.12,1,9.45,21.79
3,9.10,31.08,1,9.19,31.07,4,9.21,31.33,2,9.29,31.08
2,8.77,39.85,1,8.71,39.78,4,8.72,40.05,3,8.78,39.86
3,9.27,49.12,1,9.02,48.80,4,9.20,49.25,2,9.02,48.88
3,9.01,58.13,1,9.09,57.89,4,9.00,58.25,2,9.10,57.98
2,8.70,1:06.83,1,8.90,1:06.79,4,8.88,1:07.13,3,8.96,1:06.94
2,9.10,1:15.93,1,8.92,1:15.71,4,9.03,1:16.16,3,9.11,1:16.05
2,9.05,1:24.972,1,9.05,1:24.760,3,9.05,1:25.209,4,9.18,1:25.229
