Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME
4,7.42,7.42,1,6.85,6.85,5,7.54,7.54,2,6.95,6.95,3,7.16,7.16
4,9.29,16.71,2,8.96,15.81,5,9.38,16.92,1,8.84,15.79,3,8.99,16.15
4,8.81,25.52,2,8.43,24.24,5,8.98,25.90,1,8.39,24.18,3,8.64,24.79
4,9.17,34.69,2,8.39,32.63,5,9.15,35.05,1,8.37,32.55,3,8.74,33.53
4,9.48,44.17,2,8.63,41.26,5,9.42,44.47,1,8.53,41.08,3,9.09,42.62
