WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
1,6.900,6.900,4,7.340,7.340,2,6.940,6.940,3,7.090,7.090
1,9.340,16.240,4,9.280,16.620,3,9.540,16.480,2,9.190,16.290
1,8.710,24.960,4,10.100,26.730,3,10.150,26.640,2,8.760,25.060
1,8.890,33.860,3,10.960,37.690,4,11.360,38.010,2,8.950,34.010
1,9.010,42.870,3,11.150,48.840,4,11.400,49.410,2,8.900,42.920
