Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Koen HAKKENBERG POSITION,Koen HAKKENBERG LAP TIME,Koen HAKKENBERG ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.95,6.95,2,7.11,7.11,4,15.12,15.12,3,12.07,12.07
1,9.36,16.31,2,9.28,16.39,4,14.91,30.03,3,14.47,26.54
1,9.24,25.55,2,9.25,25.64,4,10.22,40.25,3,10.62,37.16
1,9.17,34.72,2,9.18,34.82,4,10.20,50.45,3,10.21,47.37
1,9.30,44.019,2,9.25,44.063,4,11.51,1:01.951,3,10.69,58.055
