Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME
2,7.029,7.029,1,6.806,6.806,3,7.120,7.120,4,7.276,7.276
3,9.569,16.598,1,9.533,16.338,2,9.311,16.431,4,9.396,16.671
3,8.955,25.552,1,8.986,25.324,2,9.120,25.550,4,8.904,25.575
2,9.158,34.709,1,9.191,34.514,3,9.161,34.711,4,9.416,34.991
3,9.50,44.208,1,9.47,43.978,2,9.33,44.041,4,9.26,44.249
