QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME
3,14.14,14.14,4,14.21,14.21,2,14.10,14.10,1,13.94,13.94
4,10.20,24.34,3,9.97,24.18,1,9.83,23.93,2,10.09,24.03
1,9.43,33.77,4,9.71,33.89,1,9.84,33.77,3,9.85,33.88
1,9.30,43.07,3,9.38,43.27,2,9.43,43.20,4,9.57,43.45
1,9.62,52.69,3,9.60,52.87,2,9.59,52.79,4,9.54,52.99
1,9.60,1:02.29,3,9.61,1:02.48,2,9.60,1:02.39,4,9.61,1:02.60
1,9.49,1:11.78,3,9.52,1:12.00,2,9.53,1:11.92,4,9.50,1:12.10
1,9.55,1:21.33,3,9.51,1:21.51,2,9.52,1:21.44,4,9.49,1:21.59
2,9.85,1:31.156,1,9.64,1:31.140,3,9.80,1:31.221,4,9.74,1:31.315
