Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,DOJKIC Robert POSITION,DOJKIC Robert LAP TIME,DOJKIC Robert ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME
2,13.501,13.501,3,13.608,13.608,4,14.094,14.094,1,13.316,13.316
2,10.276,23.777,3,10.303,23.910,4,10.698,24.792,1,10.286,23.602
2,10.106,33.882,3,10.258,34.168,4,10.820,35.612,1,10.225,33.826
2,10.326,44.208,3,10.130,44.297,4,10.766,46.377,1,10.093,43.919
2,10.146,54.354,3,10.233,54.530,4,10.934,57.311,1,10.415,54.333
1,9.806,1:04.160,2,9.699,1:04.229,4,11.264,1:08.575,3,9.936,1:04.269
2,9.479,1:13.638,1,9.106,1:13.335,4,11.381,1:19.955,3,9.608,1:13.876
2,9.510,1:23.148,1,9.433,1:22.767,4,11.679,1:31.633,3,9.538,1:23.413
2,9.74,1:32.881,1,10.05,1:32.808,4,11.92,1:43.546,3,9.95,1:33.355
