Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME
1,14.00,14.00,4,14.29,14.29,2,14.11,14.11,3,14.21,14.21
1,10.73,24.73,4,10.69,24.98,3,10.78,24.89,2,10.58,24.79
1,10.29,35.02,4,10.21,35.19,3,10.30,35.19,2,10.31,35.10
1,10.00,45.02,3,10.12,45.31,4,10.73,45.92,2,10.09,45.19
1,9.92,54.94,3,9.83,55.14,4,10.26,56.18,2,9.85,55.04
1,10.06,1:05.00,3,10.03,1:05.17,4,11.00,1:07.18,2,10.03,1:05.07
1,10.09,1:15.09,2,10.38,1:15.55,3,12.16,1:19.34,4,20.60,1:25.67
1,10.36,1:25.45,2,11.14,1:26.69,3,12.59,1:31.93,4,16.51,1:42.18
1,10.92,1:36.369,0,,PEN,2,13.71,1:45.637,3,13.26,1:55.435
