GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
2,13.45,13.45,1,13.31,13.31,3,13.60,13.60,5,13.80,13.80,4,13.70,13.70
2,10.43,23.88,1,10.49,23.80,3,10.45,24.05,5,10.44,24.24,4,10.43,24.13
2,10.44,34.32,1,10.50,34.30,3,10.47,34.52,5,10.34,34.58,4,10.43,34.56
3,10.26,44.58,1,10.13,44.43,2,10.05,44.57,4,10.21,44.79,5,10.32,44.88
3,9.66,54.24,1,9.62,54.05,2,9.55,54.12,4,9.69,54.48,5,9.63,54.51
3,9.41,1:03.65,1,9.49,1:03.54,2,9.50,1:03.62,5,9.83,1:04.31,4,9.56,1:04.07
3,9.44,1:13.09,2,9.36,1:12.90,1,9.28,1:12.90,5,9.87,1:14.18,4,9.53,1:13.60
5,38.18,1:51.27,1,9.69,1:22.59,2,9.84,1:22.74,4,10.53,1:24.71,3,9.88,1:23.48
0,,notime,1,9.87,1:32.454,0,,PEN,3,10.80,1:35.507,2,10.20,1:33.675
