Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
1,6.85,6.85,3,7.15,7.15,2,7.08,7.08,4,7.23,7.23
1,9.34,16.20,2,9.15,16.30,4,9.70,16.79,3,9.39,16.63
1,8.88,25.09,2,8.91,25.22,3,8.63,25.43,4,8.99,25.62
1,9.01,34.10,2,8.88,34.11,3,8.88,34.31,4,8.78,34.41
1,9.40,43.492,3,9.47,43.575,2,9.23,43.541,4,9.34,43.741
