KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME
1,6.94,6.94,3,7.21,7.21,2,6.99,6.99,4,7.38,7.38
1,8.96,15.90,3,8.91,16.12,2,9.01,16.00,4,8.97,16.35
1,8.59,24.49,3,8.57,24.69,2,8.57,24.57,4,8.57,24.92
1,8.68,33.17,3,8.67,33.36,2,8.67,33.24,4,8.63,33.55
0,8.98,42.15,4,9.05,42.414,0,8.92,42.16,3,8.75,42.308
