Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,7.02,7.02,2,7.17,7.17,3,7.31,7.31,4,7.51,7.51
1,9.39,16.41,2,9.35,16.52,3,9.32,16.63,4,9.32,16.83
1,8.95,25.36,3,9.05,25.57,2,8.82,25.45,4,8.93,25.76
1,8.94,34.30,3,9.15,34.72,2,9.00,34.45,4,9.07,34.83
1,9.14,43.435,3,9.24,43.951,2,9.19,43.637,4,9.22,44.042
