MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME
1,6.94,6.94,3,7.29,7.29,2,7.09,7.09,4,7.43,7.43,5,7.55,7.55
1,8.92,15.86,3,8.99,16.28,2,8.99,16.08,5,9.58,17.01,4,9.39,16.94
1,8.30,24.16,3,8.52,24.80,2,8.55,24.63,5,9.07,26.08,4,8.91,25.85
1,8.69,32.85,3,8.62,33.42,2,8.73,33.36,4,8.75,34.83,4,8.98,34.83
1,8.83,41.692,2,8.71,42.139,3,8.99,42.361,4,9.37,44.205,5,9.48,44.322
