Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME
2,12.89,12.89,3,13.05,13.05,4,13.20,13.20,1,12.76,12.76
3,9.92,22.81,4,9.90,22.95,1,9.49,22.69,2,9.94,22.70
3,9.53,32.34,4,9.53,32.48,1,9.36,32.05,2,9.54,32.24
3,9.43,41.77,4,9.40,41.88,1,9.49,41.54,2,9.41,41.65
3,9.05,50.82,4,9.08,50.96,2,9.18,50.72,1,8.98,50.63
3,9.11,59.93,4,9.06,1:00.02,2,9.12,59.84,1,9.14,59.77
2,9.24,1:09.17,4,9.26,1:09.28,3,9.43,1:09.27,1,9.15,1:08.92
3,9.22,1:18.39,2,8.86,1:18.14,4,9.28,1:18.55,1,8.95,1:17.87
3,9.50,1:27.881,2,8.73,1:26.862,4,9.35,1:27.900,1,8.98,1:26.847
