Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,7.14,7.14,2,7.32,7.32,3,7.47,7.47,4,7.63,7.63,5,7.78,7.78
1,9.44,16.58,2,9.39,16.71,3,9.50,16.97,4,9.51,17.14,5,9.56,17.34
1,8.92,25.50,2,8.90,25.61,3,9.10,26.07,4,9.03,26.17,5,9.28,26.62
1,9.06,34.56,2,9.03,34.64,3,9.23,35.30,5,23.77,49.94,4,9.45,36.07
1,9.23,43.783,2,9.26,43.896,3,9.63,44.921,5,14.98,1:04.912,4,9.85,45.918
