Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME
1,6.94,6.94,2,7.01,7.01,3,7.02,7.02,0,,
1,8.99,15.93,3,9.13,16.14,2,9.07,16.09,4,0.00,16.65
1,8.53,24.47,2,8.52,24.67,3,8.69,24.78,4,8.72,25.38
1,8.69,33.16,2,8.71,33.38,3,8.60,33.39,4,9.09,34.47
1,8.84,41.993,2,8.72,42.093,3,8.92,42.308,4,8.67,43.133
