WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Chikage TANAKA POSITION,Chikage TANAKA LAP TIME,Chikage TANAKA ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME
3,15.137,15.137,4,15.274,15.274,1,15.009,15.009,2,15.075,15.075
2,11.134,26.270,1,10.951,26.225,3,11.394,26.403,4,11.385,26.460
2,10.354,36.624,1,10.334,36.558,3,10.268,36.671,4,10.465,36.925
1,10.573,47.196,3,10.671,47.228,2,10.553,47.224,4,10.601,47.525
1,10.164,57.360,3,10.422,57.649,2,10.389,57.613,4,10.330,57.855
1,10.500,1:07.859,2,10.382,1:08.030,3,10.429,1:08.041,4,10.372,1:08.226
1,10.242,1:18.101,3,10.266,1:18.296,2,10.236,1:18.277,4,10.313,1:18.538
1,10.153,1:28.253,3,10.114,1:28.409,2,10.095,1:28.371,4,10.112,1:28.650
1,9.97,1:38.219,2,9.88,1:38.289,3,10.33,1:38.697,4,10.15,1:38.797
