Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
1,6.79,6.79,3,7.06,7.06,2,6.95,6.95,0,,,0,,
1,8.98,15.77,3,9.02,16.08,2,8.99,15.94,4,0.00,16.22,0,,
1,8.55,24.33,3,8.49,24.58,2,8.48,24.42,4,8.63,24.85,0,,
1,8.78,33.11,2,8.62,33.21,3,8.91,33.34,4,9.01,33.86,0,,
1,9.15,42.257,2,9.20,42.404,3,9.09,42.428,4,9.43,43.284,0,,DNS
