Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,Thibaut MELINE POSITION,Thibaut MELINE LAP TIME,Thibaut MELINE ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
1,7.00,7.00,3,7.31,7.31,2,7.27,7.27
1,9.49,16.49,3,9.61,16.92,2,9.40,16.67
1,9.12,25.61,3,8.96,25.88,2,8.97,25.64
1,9.30,34.91,3,9.24,35.12,2,9.36,35.00
1,9.56,44.469,0,,PEN,2,28.97,1:03.963
