SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Ivan BELOV POSITION,Ivan BELOV LAP TIME,Ivan BELOV ELAPSED TIME
1,15.980,15.980,2,16.284,16.284,3,16.501,16.501,4,16.795,16.795
1,9.115,25.095,2,8.965,25.248,3,9.206,25.706,4,9.247,26.041
1,9.250,34.345,2,9.365,34.613,3,9.404,35.110,4,9.227,35.268
1,9.562,43.906,2,9.554,44.166,3,9.546,44.656,4,9.733,45.001
1,0.03,43.931,2,,44.111,3,,44.619,4,0.04,45.041
