FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME
1,7.14,7.14,2,7.23,7.23,3,7.49,7.49,4,7.58,7.58
1,9.49,16.64,2,9.49,16.72,4,9.91,17.40,3,9.58,17.16
1,9.24,25.88,2,9.26,25.98,4,9.30,26.71,3,9.27,26.44
1,9.32,35.21,2,9.28,35.26,4,9.26,35.98,3,9.46,35.90
1,9.63,44.840,2,9.88,45.131,3,9.67,45.645,4,9.97,45.862
