KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,7.00,7.00,3,7.28,7.28,2,7.12,7.12,5,7.42,7.42,4,7.34,7.34
1,9.03,16.03,3,9.13,16.41,2,9.07,16.19,5,9.38,16.80,4,9.22,16.56
1,8.61,24.64,4,8.78,25.19,2,8.58,24.77,5,9.07,25.87,3,8.62,25.18
1,8.76,33.40,4,9.35,34.54,2,8.85,33.62,5,9.27,35.14,3,9.04,34.22
1,9.13,42.528,4,9.42,43.960,2,8.99,42.607,5,9.71,44.842,3,9.26,43.474
