van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME
1,7.50,7.50,3,7.93,7.93,2,7.64,7.64
1,9.97,17.47,3,9.84,17.77,2,9.87,17.51
1,9.67,27.14,2,9.57,27.34,3,9.83,27.34
1,9.93,37.07,2,9.80,37.14,3,9.98,37.32
1,10.12,47.185,2,10.14,47.272,3,10.31,47.626
