AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Nikolay FEDORENKO POSITION,Nikolay FEDORENKO LAP TIME,Nikolay FEDORENKO ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
1,15.498,15.498,2,15.524,15.524,4,15.872,15.872,3,15.560,15.560
2,10.762,26.260,3,10.802,26.325,4,10.710,26.582,1,10.548,26.108
2,10.216,36.476,4,10.311,36.636,3,9.973,36.555,1,10.276,36.384
1,9.746,46.221,4,10.011,46.647,3,9.887,46.442,2,9.938,46.321
1,9.510,55.731,4,9.369,56.016,3,9.547,55.988,2,9.571,55.891
1,9.384,1:05.114,4,9.427,1:05.442,3,9.406,1:05.393,2,9.274,1:05.165
1,9.267,1:14.380,4,9.276,1:14.718,3,9.239,1:14.632,2,9.308,1:14.473
1,9.286,1:23.666,3,9.377,1:24.094,4,9.497,1:24.128,2,9.255,1:23.727
1,9.43,1:33.091,4,9.76,1:33.849,3,9.41,1:33.532,2,9.50,1:33.224
