SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Maria OBORINA POSITION,Maria OBORINA LAP TIME,Maria OBORINA ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME
1,7.35,7.35,2,7.65,7.65,3,7.84,7.84,4,8.07,8.07,5,8.25,8.25
1,9.47,16.82,2,9.33,16.98,3,9.65,17.49,4,9.59,17.66,5,9.67,17.92
1,9.08,25.90,2,9.00,25.98,3,9.23,26.72,4,9.18,26.84,5,9.21,27.13
1,9.17,35.07,2,9.15,35.13,3,9.41,36.13,4,9.38,36.22,5,9.28,36.41
1,9.24,44.31,2,9.29,44.42,4,9.80,45.913,3,9.68,45.897,5,9.63,46.024
