WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
1,6.71,6.71,2,6.89,6.89,3,7.02,7.02,4,7.05,7.05,5,7.50,7.50
1,8.66,15.37,2,8.70,15.59,4,8.92,15.94,3,8.80,15.85,5,8.99,16.49
1,8.38,23.75,2,8.57,24.16,4,8.39,24.33,3,8.36,24.21,5,8.60,25.09
1,8.54,32.29,3,8.76,32.92,4,8.64,32.97,2,8.57,32.78,5,8.78,33.87
1,8.77,41.051,3,8.88,41.799,4,8.91,41.879,2,8.75,41.527,5,9.11,42.971
