Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME
1,6.66,6.66,2,6.87,6.87,3,7.16,7.16,4,7.26,7.26
1,9.09,15.75,2,8.97,15.84,3,9.11,16.27,4,9.05,16.31
1,8.64,24.39,2,8.66,24.50,4,8.99,25.26,3,8.64,24.95
1,8.71,33.10,2,8.83,33.33,4,9.11,34.37,3,8.69,33.64
1,8.93,42.030,2,9.06,42.384,4,9.64,44.010,3,8.81,42.441
