Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
1,6.85,6.85,2,6.96,6.96,3,7.10,7.10
1,9.11,15.96,3,35.77,42.73,2,9.56,16.66
1,8.63,24.60,3,22.11,1:04.84,2,9.35,26.01
1,8.69,33.29,0,,,2,9.37,35.39
1,8.99,42.278,0,,,2,9.56,44.948
