Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Bazarsad BATSUURI POSITION,Bazarsad BATSUURI LAP TIME,Bazarsad BATSUURI ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.79,6.79,3,7.48,7.48,4,7.52,7.52,2,7.17,7.17
1,9.31,16.10,4,10.41,17.89,3,9.73,17.25,2,9.17,16.34
1,8.85,24.95,4,10.15,28.04,3,9.15,26.40,2,8.89,25.23
1,9.05,34.00,4,10.44,38.48,3,9.35,35.75,2,9.04,34.27
1,9.40,43.400,4,10.64,49.114,3,9.77,45.513,2,9.19,43.458
