Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,6.550,6.550,2,7.010,7.010,4,7.820,7.820,3,7.430,7.430
1,9.120,15.680,2,8.940,15.950,3,8.620,16.450,4,9.040,16.470
1,8.700,24.390,2,8.810,24.770,3,8.660,25.110,4,8.880,25.350
1,8.950,33.350,4,32.880,57.650,2,8.760,33.880,3,8.690,34.050
1,9.070,42.430,4,15.070,1:12.730,2,9.590,43.470,3,9.430,43.480
