BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
2,13.28,13.28,1,13.16,13.16,3,13.44,13.44,4,13.55,13.55
2,9.93,23.21,1,9.93,23.09,3,9.89,23.33,4,9.88,23.43
2,9.68,32.89,1,9.71,32.80,3,9.66,32.99,4,9.65,33.08
2,9.63,42.52,1,9.63,42.43,3,9.65,42.64,4,9.66,42.74
2,9.41,51.93,1,9.42,51.85,3,9.42,52.06,4,9.43,52.17
2,9.20,1:01.13,1,9.19,1:01.04,3,9.19,1:01.25,4,9.17,1:01.34
2,9.19,1:10.32,3,9.43,1:10.47,1,8.94,1:10.19,4,9.28,1:10.62
2,9.10,1:19.42,3,9.49,1:19.96,1,8.96,1:19.15,4,9.49,1:20.11
2,9.09,1:28.507,3,9.80,1:29.753,1,9.13,1:28.277,4,9.76,1:29.862
