Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.95,6.95,2,7.05,7.05,3,7.16,7.16,4,7.26,7.26
1,8.94,15.89,2,8.92,15.97,3,8.89,16.05,4,8.89,16.15
1,8.28,24.17,2,8.28,24.25,3,8.34,24.39,4,8.33,24.48
1,8.32,32.49,2,8.31,32.56,3,8.28,32.67,4,8.29,32.77
1,8.58,41.064,2,8.53,41.085,3,8.52,41.183,4,8.66,41.423
