Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Sarah CHEN POSITION,Sarah CHEN LAP TIME,Sarah CHEN ELAPSED TIME
1,7.66,7.66,3,8.07,8.07,2,7.85,7.85,4,8.18,8.18
1,9.89,17.55,3,9.89,17.96,2,9.80,17.65,4,9.92,18.10
1,9.28,26.83,3,9.26,27.22,2,9.34,26.99,4,9.25,27.35
1,9.51,36.34,3,9.37,36.59,2,9.42,36.41,4,9.37,36.72
1,9.78,46.113,3,9.64,46.224,2,9.73,46.138,4,9.68,46.396
