Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
3,14.26,14.26,1,14.05,14.05,2,14.18,14.18,4,14.42,14.42
3,11.16,25.42,1,11.11,25.16,2,11.11,25.29,4,11.14,25.56
3,10.64,36.06,1,10.77,35.93,2,10.74,36.03,4,10.65,36.21
2,9.93,45.99,1,10.00,45.93,3,9.98,46.01,4,9.87,46.08
4,9.95,55.94,1,9.83,55.76,2,9.84,55.85,3,9.83,55.91
4,10.03,1:05.97,1,9.92,1:05.68,2,9.92,1:05.77,3,9.97,1:05.88
4,10.02,1:15.99,1,10.05,1:15.73,2,10.05,1:15.82,3,10.03,1:15.91
4,10.05,1:26.04,3,10.14,1:25.87,1,9.90,1:25.72,2,9.91,1:25.82
4,10.00,1:36.036,3,10.13,1:35.994,2,10.05,1:35.765,1,9.93,1:35.745
