Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
1,6.96,6.96,2,7.06,7.06,3,7.16,7.16,4,7.34,7.34
1,8.86,15.82,2,8.83,15.89,3,8.93,16.09,4,8.93,16.27
1,8.75,24.57,2,8.77,24.66,3,8.77,24.86,4,8.69,24.96
1,8.75,33.32,2,8.75,33.41,3,8.65,33.51,4,8.64,33.60
1,8.78,42.099,2,8.75,42.159,3,8.75,42.255,4,8.73,42.329
