AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,TSAI Chia-Wei POSITION,TSAI Chia-Wei LAP TIME,TSAI Chia-Wei ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME
1,7.03,7.03,2,7.62,7.62,3,7.63,7.63,5,15.32,,4,10.01,
1,9.03,16.06,3,9.95,17.57,2,9.61,17.24,5,18.26,,4,22.26,
1,8.94,25.00,3,9.40,26.97,2,9.28,26.52,5,11.26,,4,11.62,
1,9.15,34.15,3,9.60,36.57,2,9.50,36.02,5,10.07,,4,10.17,
1,9.42,43.57,3,10.00,46.57,2,9.74,45.76,5,14.43,1:09.34,4,13.92,1:07.98
