Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Vitali BARADAUKA POSITION,Vitali BARADAUKA LAP TIME,Vitali BARADAUKA ELAPSED TIME
3,14.613,14.613,2,14.569,14.569,1,14.525,14.525,4,14.871,14.871
2,11.202,25.815,3,11.361,25.929,1,11.160,25.685,4,11.133,26.004
2,11.078,36.893,3,10.988,36.916,1,11.062,36.747,4,10.974,36.977
2,10.452,47.344,3,10.586,47.502,1,10.493,47.239,4,10.588,47.565
2,9.786,57.130,4,10.146,57.647,1,9.804,57.042,3,9.991,57.555
2,9.675,1:06.805,3,9.961,1:07.607,1,9.630,1:06.672,4,10.234,1:07.789
2,9.697,1:16.502,3,10.696,1:18.303,1,9.774,1:16.445,4,10.726,1:18.514
2,9.891,1:26.392,3,10.410,1:28.712,1,9.732,1:26.177,4,11.336,1:29.850
2,11.73,1:38.122,3,10.95,1:39.660,1,9.98,1:36.154,4,11.44,1:41.286
