Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME
1,6.83,6.83,2,7.00,7.00,4,7.15,7.15,3,7.04,7.04
1,8.75,15.58,2,8.88,15.88,4,8.98,16.13,3,9.01,16.05
1,8.30,23.88,2,8.38,24.26,4,8.32,24.45,2,8.21,24.26
1,8.48,32.36,3,8.47,32.73,4,8.39,32.84,2,8.33,32.59
1,8.66,41.02,4,8.68,41.41,3,8.40,41.24,2,8.54,41.13
