PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME
4,14.32,14.32,2,13.89,13.89,1,13.59,13.59,5,14.45,14.45,3,14.12,14.12
4,10.06,24.38,2,10.16,24.05,1,10.38,23.97,5,10.00,24.45,3,10.02,24.14
4,10.40,34.78,2,10.35,34.40,1,10.34,34.31,5,10.44,34.89,3,10.43,34.57
4,9.78,44.56,1,9.76,44.16,2,9.97,44.28,5,9.80,44.69,3,9.84,44.41
4,10.02,54.58,1,10.10,54.26,2,10.10,54.38,5,9.98,54.67,3,10.06,54.47
4,10.11,1:04.69,1,10.15,1:04.41,2,10.12,1:04.50,5,10.15,1:04.82,3,10.12,1:04.59
3,9.88,1:14.57,1,10.04,1:14.45,2,10.00,1:14.50,5,10.13,1:14.95,4,10.02,1:14.61
1,9.63,1:24.20,3,10.24,1:24.69,2,9.90,1:24.40,5,10.34,1:25.29,4,10.22,1:24.83
1,9.87,1:34.07,0,,PHOTO,2,9.76,1:34.16,5,11.10,1:36.39,0,,PHOTO
