Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,14.53,14.53,4,14.77,14.77,3,14.71,14.71,2,14.64,14.64
2,11.11,25.64,4,11.10,25.87,3,11.04,25.75,1,10.85,25.49
2,10.47,36.11,4,10.49,36.36,3,10.47,36.22,1,10.51,36.00
2,10.42,46.53,4,10.42,46.78,3,10.43,46.65,1,10.40,46.40
2,9.85,56.38,4,9.93,56.71,3,9.82,56.47,1,9.87,56.27
2,9.25,1:05.63,4,9.30,1:06.01,3,9.31,1:05.78,1,9.27,1:05.54
2,9.12,1:14.75,4,9.18,1:15.19,3,9.13,1:14.91,1,9.11,1:14.65
2,9.17,1:23.92,4,9.32,1:24.51,3,9.15,1:24.06,1,9.20,1:23.85
1,9.33,1:33.239,4,9.64,1:34.143,3,9.43,1:33.472,2,9.54,1:33.381
