Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME
1,6.95,6.95,2,7.08,7.08,3,7.22,7.22,4,7.29,7.29
1,9.10,16.05,2,9.06,16.14,4,9.23,16.45,3,9.06,16.35
1,8.48,24.53,2,8.49,24.63,4,8.56,25.01,3,8.55,24.90
1,8.59,33.12,2,8.60,33.23,4,8.63,33.64,3,8.67,33.57
1,8.81,41.93,2,8.80,42.031,4,8.86,42.508,3,8.77,42.346
