Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Ales GORECKI POSITION,Ales GORECKI LAP TIME,Ales GORECKI ELAPSED TIME
1,12.71,12.71,2,13.14,13.14,3,21.33,21.33,4,22.23,22.23
2,10.36,23.07,1,9.83,22.97,3,10.04,31.37,4,11.41,33.64
2,9.58,32.65,1,9.63,32.60,3,10.14,41.51,4,10.01,43.65
2,9.80,42.45,1,9.75,42.35,3,10.77,52.28,4,10.17,53.82
2,9.74,52.19,1,9.75,52.10,3,9.82,1:02.10,4,10.67,1:04.49
2,9.62,1:01.81,1,9.63,1:01.73,3,9.83,1:11.93,4,10.67,1:15.16
2,9.33,1:11.14,1,9.39,1:11.12,3,10.78,1:22.71,4,10.82,1:25.98
1,9.13,1:20.27,2,9.68,1:20.80,3,11.21,1:33.92,4,11.16,1:37.14
1,9.68,1:29.943,2,10.63,1:31.422,0,,PEN,3,11.67,1:48.801
