Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
2,12.39,12.39,3,12.53,12.53,1,12.29,12.29,4,12.66,12.66,5,12.78,12.78
1,9.65,22.04,5,9.76,22.29,3,9.90,22.19,2,9.39,22.05,4,9.46,22.24
1,9.09,31.13,5,9.24,31.53,4,9.24,31.43,2,9.11,31.16,3,9.06,31.30
2,9.16,40.29,5,9.06,40.59,4,9.06,40.49,1,9.11,40.27,3,9.12,40.42
2,9.04,49.33,5,8.98,49.57,4,8.98,49.47,1,9.00,49.27,3,9.00,49.42
2,9.00,58.33,5,9.00,58.57,3,8.97,58.44,1,8.99,58.26,4,9.08,58.50
2,8.89,1:07.22,5,8.99,1:07.56,3,8.89,1:07.33,1,8.86,1:07.12,4,8.96,1:07.46
2,8.87,1:16.09,5,8.96,1:16.52,3,8.88,1:16.21,1,8.90,1:16.02,4,8.96,1:16.42
2,8.97,1:25.056,5,9.24,1:25.754,3,8.96,1:25.168,1,8.99,1:25.001,4,9.10,1:25.518
