Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Anton SIMON POSITION,Anton SIMON LAP TIME,Anton SIMON ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME
1,13.250,13.250,2,13.380,13.380,4,13.600,13.600,3,13.580,13.580
1,10.450,23.700,2,10.400,23.790,3,10.480,24.080,4,10.530,24.110
1,10.070,33.780,2,10.220,34.010,3,10.150,34.240,4,10.170,34.280
1,10.180,43.960,2,10.090,44.100,3,10.030,44.280,4,10.070,44.360
1,10.230,54.200,2,10.230,54.330,3,10.240,54.520,4,10.250,54.610
1,9.800,1:04.000,2,9.890,1:04.220,3,9.900,1:04.420,4,9.870,1:04.490
1,9.610,1:13.620,2,9.580,1:13.810,3,9.520,1:13.950,4,9.530,1:14.020
1,9.440,1:23.060,2,9.350,1:23.170,4,9.790,1:23.750,3,9.670,1:23.700
1,9.440,1:32.510,2,9.580,1:32.760,3,9.950,1:33.710,4,10.180,1:33.880
