Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME
1,6.68,6.68,2,6.78,6.78,3,6.89,6.89,4,7.13,7.13,5,7.28,7.28
1,8.91,15.59,2,8.90,15.68,3,8.93,15.82,4,8.82,15.95,5,8.97,16.25
1,8.44,24.03,2,8.43,24.11,2,8.29,24.11,4,8.34,24.29,5,8.59,24.84
1,8.65,32.68,4,8.76,32.87,2,8.65,32.76,3,8.51,32.80,5,8.82,33.66
1,8.93,41.61,3,8.84,41.718,2,8.90,41.66,4,9.06,41.866,5,9.05,42.718
