Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME
1,13.66,13.66,2,13.79,13.79,3,13.97,13.97
1,10.70,24.36,2,10.69,24.48,3,10.62,24.59
1,10.61,34.97,2,10.58,35.06,3,10.63,35.22
1,10.58,45.55,2,10.49,45.55,3,10.56,45.78
2,10.12,55.67,1,9.86,55.41,3,9.95,55.73
3,10.12,1:05.79,2,9.85,1:05.26,1,9.52,1:05.25
3,10.25,1:16.04,2,9.87,1:15.13,1,9.65,1:14.90
3,10.72,1:26.76,2,10.00,1:25.13,1,9.96,1:24.86
3,10.98,1:37.735,2,10.24,1:35.369,1,10.10,1:34.954
