Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
4,14.04,14.04,5,14.27,14.27,1,13.84,13.84,2,13.96,13.96,3,14.01,14.01
4,10.45,24.49,3,10.09,24.36,2,10.51,24.35,1,10.26,24.22,5,11.04,25.05
4,9.53,34.02,1,9.26,33.62,3,9.55,33.90,2,9.54,33.76,5,9.20,34.25
4,9.38,43.40,1,9.47,43.09,3,9.40,43.30,2,9.45,43.21,5,9.28,43.53
4,9.58,52.98,1,9.57,52.66,3,9.57,52.87,2,9.56,52.77,5,9.57,53.10
4,9.53,1:02.51,2,9.49,1:02.15,3,9.46,1:02.33,1,9.37,1:02.14,5,9.48,1:02.58
3,9.65,1:12.16,4,29.54,1:31.69,5,32.97,1:35.30,1,8.99,1:11.13,2,9.37,1:11.95
3,10.03,1:22.19,4,22.48,1:54.17,5,23.75,1:59.05,1,9.30,1:20.43,2,9.41,1:21.36
3,10.26,1:32.443,4,12.52,2:06.683,5,15.51,2:14.558,1,9.80,1:30.227,2,10.37,1:31.724
