Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Jonathan GARCIA POSITION,Jonathan GARCIA LAP TIME,Jonathan GARCIA ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME
1,6.94,6.94,3,7.27,7.27,4,7.47,7.47,5,7.74,7.74,2,7.01,7.01
1,8.97,15.91,3,8.82,16.09,4,8.89,16.36,5,9.06,16.80,2,8.99,16.00
1,8.40,24.31,3,8.44,24.53,4,8.21,24.57,5,8.60,25.40,2,8.39,24.39
1,8.47,32.78,3,8.43,32.96,4,8.49,33.06,5,8.75,34.15,2,8.52,32.91
1,8.70,41.478,0,,PEN,2,8.90,41.952,3,9.23,43.377,4,22.20,55.109
