Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME
1,6.444,6.444,3,6.946,6.946,2,6.761,6.761,4,7.065,7.065
1,9.016,15.459,3,9.127,16.073,2,9.219,15.980,4,9.285,16.350
1,9.042,24.500,2,8.924,24.996,3,9.050,25.029,4,8.965,25.315
1,9.399,33.898,2,9.322,34.317,3,9.508,34.537,4,9.283,34.597
1,9.86,43.749,2,9.62,43.937,3,9.78,44.315,4,9.83,44.421
