NEMIRO Vladyslav POSITION,NEMIRO Vladyslav LAP TIME,NEMIRO Vladyslav ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME
5,13.15,13.15,2,12.72,12.72,1,12.58,12.58,3,12.85,12.85,4,12.99,12.99
5,9.55,22.70,3,9.65,22.37,1,9.71,22.29,2,9.45,22.30,4,9.54,22.53
5,9.39,32.09,1,9.30,31.67,3,9.57,31.86,2,9.46,31.76,4,9.40,31.93
5,9.44,41.53,1,9.38,41.05,3,9.39,41.25,1,9.29,41.05,4,9.41,41.34
5,9.26,50.79,2,9.32,50.37,3,9.22,50.47,1,9.16,50.21,4,9.21,50.55
5,9.32,1:00.11,2,9.22,59.59,4,9.33,59.80,1,9.26,59.47,3,9.13,59.68
5,9.45,1:09.56,1,9.02,1:08.61,4,9.13,1:08.93,2,9.23,1:08.70,3,9.09,1:08.77
5,9.70,1:19.26,1,9.05,1:17.66,4,9.06,1:17.99,3,9.26,1:17.96,2,9.02,1:17.79
5,10.05,1:29.315,1,9.14,1:26.808,3,9.19,1:27.181,4,9.49,1:27.457,2,9.16,1:26.954
