KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,14.07,14.07,3,14.31,14.31,2,14.23,14.23,4,14.47,14.47
1,10.35,24.42,2,10.21,24.52,3,10.35,24.58,4,10.30,24.77
1,9.77,34.19,2,9.79,34.31,3,9.88,34.46,4,9.81,34.58
1,9.37,43.56,2,9.26,43.57,3,9.35,43.81,4,9.34,43.92
2,9.04,52.60,1,8.96,52.53,3,8.89,52.70,4,8.88,52.80
3,9.22,1:01.82,2,9.21,1:01.74,1,8.98,1:01.68,4,9.16,1:01.96
2,8.92,1:10.74,3,9.07,1:10.81,1,9.01,1:10.69,4,8.96,1:10.92
2,8.87,1:19.61,4,9.25,1:20.06,1,8.86,1:19.55,3,8.87,1:19.79
2,8.95,1:28.553,4,8.78,1:28.839,1,8.95,1:28.491,3,8.84,1:28.621
