BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.86,6.86,4,7.22,7.22,2,6.96,6.96,5,7.47,7.47,3,7.12,7.12
1,8.99,15.85,4,9.39,16.61,2,8.98,15.94,5,9.41,16.88,3,8.98,16.10
2,8.69,24.54,4,8.84,25.45,1,8.50,24.44,5,8.94,25.82,3,8.73,24.83
2,8.77,33.31,4,9.14,34.59,1,8.74,33.18,5,9.13,34.95,3,9.03,33.86
2,9.21,42.516,4,9.56,44.145,1,9.05,42.224,5,9.37,44.320,3,9.43,43.282
