VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME,LIN Chun-Chieh POSITION,LIN Chun-Chieh LAP TIME,LIN Chun-Chieh ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
4,13.24,13.24,3,12.99,12.99,1,12.86,12.86,5,13.36,13.36,2,12.96,
5,9.76,23.00,3,9.79,22.78,1,9.65,22.51,4,9.43,22.79,2,9.68,
5,9.42,32.42,4,9.52,32.30,1,9.35,31.86,3,9.31,32.10,2,9.33,
5,9.39,41.81,4,9.34,41.64,1,9.28,41.14,3,9.30,41.40,2,9.28,
5,9.37,51.18,4,9.37,51.01,1,9.19,50.33,3,9.15,50.55,2,9.17,
4,9.64,1:00.82,5,9.82,1:00.83,1,9.09,59.42,3,9.13,59.68,2,9.15,
4,9.82,1:10.64,5,10.43,1:11.26,1,8.98,1:08.40,3,8.91,1:08.59,2,8.94,
4,10.19,1:20.83,5,10.81,1:22.07,1,8.99,1:17.39,3,9.03,1:17.62,2,9.01,
4,10.74,1:31.57,5,11.27,1:33.34,1,9.08,1:26.47,2,9.31,1:26.93,3,9.81,
