Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Derek GRAY POSITION,Derek GRAY LAP TIME,Derek GRAY ELAPSED TIME
1,14.683,14.683,4,14.866,14.866,3,14.764,14.764,2,14.709,14.709
3,11.845,26.527,2,11.624,26.490,4,11.849,26.613,1,11.695,26.404
4,10.668,37.195,1,10.467,36.957,3,10.571,37.183,2,10.692,37.095
3,9.381,46.576,4,9.626,46.582,1,9.142,46.325,2,9.445,46.540
3,9.374,55.950,2,9.090,55.672,1,9.289,55.613,4,9.509,56.048
3,9.120,1:05.069,2,9.251,1:04.922,1,9.280,1:04.893,4,9.232,1:05.280
4,9.525,1:14.594,2,9.529,1:14.450,1,9.385,1:14.278,3,9.301,1:14.580
4,9.630,1:24.223,2,9.400,1:23.850,1,9.495,1:23.773,3,9.441,1:24.020
4,9.58,1:33.803,2,9.71,1:33.557,1,9.72,1:33.490,3,9.76,1:33.776
