Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
3,14.39,14.39,1,14.28,14.28,2,14.37,14.37
3,10.28,24.67,2,10.25,24.53,1,10.04,24.41
3,9.98,34.65,1,9.91,34.44,2,10.05,34.46
3,9.75,44.40,1,9.77,44.21,2,9.85,44.31
3,9.54,53.94,1,9.54,53.75,2,9.53,53.84
3,9.37,1:03.31,1,9.36,1:03.11,2,9.39,1:03.23
3,9.29,1:12.60,1,9.30,1:12.41,2,9.29,1:12.52
2,9.34,1:21.94,1,9.34,1:21.75,3,9.58,1:22.10
2,9.60,1:31.539,1,9.55,1:31.296,3,9.86,1:31.957
