Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME
2,7.23,7.23,1,7.11,7.11,3,7.26,,4,7.32,7.32,5,7.67,7.67
2,9.24,16.47,1,8.91,16.02,5,26.65,,4,21.56,28.88,3,9.30,16.97
2,8.60,25.07,1,8.55,24.57,5,19.75,,4,11.28,40.16,3,9.00,25.97
2,8.71,33.78,1,8.72,33.29,5,13.91,,4,10.59,50.75,3,9.08,35.05
2,8.89,42.67,1,8.85,42.14,5,12.97,1:20.54,4,10.59,1:01.34,3,9.26,44.31
