Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,Luke CULLEN POSITION,Luke CULLEN LAP TIME,Luke CULLEN ELAPSED TIME
3,14.39,14.39,1,14.10,14.10,2,14.26,14.26,4,14.53,14.53,5,14.63,14.63
3,11.29,25.68,1,11.19,25.29,2,11.24,25.50,4,11.29,25.82,5,11.32,25.95
3,10.28,35.96,1,10.43,35.72,2,10.36,35.86,4,10.23,36.05,5,10.18,36.13
3,9.91,45.87,1,10.02,45.74,2,9.98,45.84,4,9.98,46.03,5,10.10,46.23
2,9.28,55.15,1,9.28,55.02,3,9.38,55.22,4,9.33,55.36,5,9.34,55.57
4,9.32,1:04.47,1,9.18,1:04.20,2,9.07,1:04.29,3,9.07,1:04.43,5,9.64,1:05.21
3,9.14,1:13.61,1,9.20,1:13.40,2,9.17,1:13.46,4,9.29,1:13.72,5,10.10,1:15.31
3,9.30,1:22.91,1,9.43,1:22.83,2,9.41,1:22.87,4,9.38,1:23.10,5,10.82,1:26.13
2,9.48,1:32.39,1,9.45,1:32.28,3,9.68,1:32.523,4,9.54,1:32.615,5,11.27,1:37.372
