Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME
3,13.63,13.63,1,13.39,13.39,2,13.51,13.51,4,13.78,13.78
3,10.57,24.20,1,10.60,23.99,2,10.58,24.09,4,10.53,24.31
3,10.53,34.73,1,10.52,34.51,2,10.53,34.62,4,10.57,34.88
3,10.45,45.18,1,10.50,45.01,2,10.47,45.09,4,10.40,45.28
3,10.32,55.50,1,10.29,55.30,2,10.30,55.39,4,10.38,55.66
3,10.07,1:05.57,1,10.05,1:05.35,2,10.05,1:05.44,4,10.11,1:05.77
3,9.88,1:15.45,1,9.88,1:15.23,2,9.89,1:15.33,4,10.21,1:15.98
3,9.94,1:25.39,1,9.96,1:25.19,2,9.95,1:25.28,4,10.55,1:26.53
3,10.16,1:35.543,1,10.19,1:35.378,2,10.14,1:35.418,4,10.98,1:37.502
