Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,7.01,7.01,4,7.57,7.57,3,7.30,7.30,2,7.12,7.12
1,9.19,16.20,4,9.53,17.10,3,9.25,16.55,2,9.17,16.29
1,8.78,24.98,4,8.93,26.03,3,8.83,25.38,2,8.88,25.17
1,8.85,33.83,4,8.93,34.96,3,8.81,34.19,2,8.83,34.00
1,9.10,42.926,4,9.63,44.581,3,9.09,43.271,2,9.05,43.046
