Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.84,6.84,3,7.19,7.19,4,7.47,7.47,2,6.99,6.99
1,8.86,15.70,3,9.02,16.21,4,9.50,16.97,2,8.85,15.84
1,8.37,24.07,3,8.66,24.87,4,9.19,26.16,2,8.34,24.18
1,8.62,32.69,3,8.93,33.80,4,9.33,35.49,2,8.62,32.80
1,8.83,41.52,3,9.15,42.95,4,9.63,45.12,2,8.79,41.59
