Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,7.10,7.10,3,7.28,7.28,4,7.46,7.46,2,7.21,7.21
1,9.56,16.66,3,9.58,16.86,4,9.60,17.06,2,9.58,16.79
1,8.98,25.64,3,8.97,25.83,4,8.83,25.89,2,8.95,25.74
1,9.14,34.78,4,9.68,35.51,3,9.18,35.07,2,9.13,34.87
1,9.64,44.412,3,9.59,45.099,0,,PEN,2,9.65,44.515
