Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,7.32,7.32,4,8.11,8.11,2,7.56,7.56,3,7.61,7.61
1,9.60,16.92,4,10.07,18.18,3,9.90,17.46,2,9.66,17.27
1,9.22,26.14,4,9.47,27.65,3,9.58,27.04,2,9.24,26.51
1,9.48,35.62,4,9.67,37.32,3,9.52,36.56,2,9.19,35.70
1,9.56,45.174,4,9.83,47.143,3,9.77,46.329,2,9.49,45.182
