YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Chika ISHIDA POSITION,Chika ISHIDA LAP TIME,Chika ISHIDA ELAPSED TIME,Debora SECCHI POSITION,Debora SECCHI LAP TIME,Debora SECCHI ELAPSED TIME
2,7.87,7.87,1,7.67,7.67,4,7.96,7.96,3,7.92,7.92
2,9.79,17.67,1,9.73,17.40,3,9.99,17.96,4,10.55,18.47
2,9.27,26.94,1,9.34,26.74,3,9.54,27.50,4,9.64,28.11
2,9.43,36.37,1,9.50,36.24,3,9.68,37.19,4,9.15,37.27
1,9.50,45.861,2,9.78,46.016,4,9.81,46.995,3,9.59,46.854
